,Price,N_rooms,Surface_m2,Link,Zone,Price_per_m2
85,1140,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164334401.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,38.0
86,1150,1,38.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/164465449.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,30.263157894736842
87,1090,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/164471883.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,54.5
88,780,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/148072009.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,52.0
89,930,1,24.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/154512153.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,38.75
90,1095,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lafayette-richer/161617201.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,49.77272727272727
91,800,1,14.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164350821.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,57.142857142857146
92,1042,2,31.5,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/162988217.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.07936507936508
93,850,2,23.99,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/163748989.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,35.431429762401
94,831,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/chateau-d-eau-lancry/163999583.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.24
95,1016,2,33.55,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/trudaine-maubeuge/164356743.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,30.283159463487333
96,905,1,20.75,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/164497893.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.6144578313253
97,606,1,16.13,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/164498929.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,37.56974581525109
98,825,1,20.35,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/162583385.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,40.54054054054054
99,1054,2,40.05,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/163982377.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,26.31710362047441
100,990,2,35.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/faubourg-du-temple-hopital-saint-louis/164133137.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,28.285714285714285
101,1150,2,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/porte-saint-denis-paradis/152087717.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,46.0
102,1190,2,35.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/161670227.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.0
103,924,2,26.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/porte-saint-denis-paradis/162858151.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,35.53846153846154
104,1190,1,35.75,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/163776973.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.28671328671329
105,1105,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/163947177.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,50.22727272727273
106,1100,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/164036411.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,52.38095238095238
107,1092,1,37.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/chateau-d-eau-lancry/164039723.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,29.513513513513512
108,986,2,26.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164042279.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,37.92307692307692
109,945,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/porte-saint-denis-paradis/164043691.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,47.25
110,1056,1,24.5,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lafayette-richer/164123175.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.10204081632653
111,1100,1,34.64,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164216891.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,31.755196304849886
112,799,1,23.22,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/provence-opera/164221841.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.40999138673558
113,1000,1,41.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/164501865.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,24.390243902439025
114,1009,2,24.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/164530121.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,42.041666666666664
115,738,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/164554071.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,35.142857142857146
116,1100,2,32.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/164296471.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.375
117,1052,2,36.4,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/saint-vincent-de-paul-lariboisiere/164373643.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,28.9010989010989
118,850,1,19.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/trudaine-maubeuge/164376137.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,44.73684210526316
119,784,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164537033.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.55555555555556
120,1179,2,34.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/164557043.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.6764705882353
121,900,1,19.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/163279679.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,47.36842105263158
122,1100,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/163076423.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,50.0
123,1020,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/chateau-d-eau-lancry/163659345.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.0
124,700,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/saint-vincent-de-paul-lariboisiere/164397479.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.75
125,895,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/164521325.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,35.8
126,850,4,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/163355345.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,53.125
127,1196,2,40.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/saint-vincent-de-paul-lariboisiere/164211621.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,29.9
128,1000,1,43.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/164461595.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,23.25581395348837
129,1175,1,43.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164407303.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,27.325581395348838
130,700,1,14.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/164539375.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,50.0
131,1120,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/160839779.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,44.8
132,1108,1,28.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/163961477.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,39.57142857142857
133,1000,2,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/chateau-d-eau-lancry/164023993.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,55.55555555555556
134,910,1,23.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/164058161.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,39.56521739130435
135,700,1,12.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/saint-vincent-de-paul-lariboisiere/164090217.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,58.333333333333336
136,700,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/164213827.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.75
137,1100,1,28.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164291743.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,39.285714285714285
138,1095,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/163910425.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,43.8
139,670,1,13.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/158692287.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,51.53846153846154
140,800,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/164536269.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,53.333333333333336
141,1050,1,29.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/163884847.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,36.206896551724135
142,1027,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/164507855.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,48.904761904761905
143,975,1,38.75,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/163778135.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,25.161290322580644
144,1050,2,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/161776387.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,58.333333333333336
145,730,3,40.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164212221.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,18.25
146,1060,1,27.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/162872967.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,39.25925925925926
147,650,1,11.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/158872679.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,59.09090909090909
148,720,1,17.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/163324705.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,42.35294117647059
149,1050,2,28.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/grange-aux-belles-terrage/161648917.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,37.5
150,839,2,24.11,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lafayette-richer/163794351.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.79883865615927
151,769,1,27.3,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/grange-aux-belles-terrage/164318719.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,28.168498168498168
152,1010,2,28.43,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/nation-alexandre-dumas/164324897.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,35.525852972212455
153,810,1,14.72,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/162861359.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,55.02717391304348
154,817,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164499099.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,38.904761904761905
155,996,2,29.64,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/grange-aux-belles-terrage/163729055.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.60323886639676
156,674,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/163738291.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,42.125
157,734,1,20.01,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/164410149.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,36.68165917041479
158,1017,2,33.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164471831.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,30.818181818181817
159,1018,2,33.54,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/164540899.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,30.351818723911748
160,900,1,26.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/164347359.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.61538461538461
161,1000,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/trudaine-maubeuge/161833435.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.333333333333336
162,910,2,27.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164212085.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.7037037037037
163,860,1,35.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/164494715.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,24.571428571428573
164,1050,2,32.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/trudaine-maubeuge/160240977.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,32.8125
165,790,1,16.94,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/clichy-trinite/162352985.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,46.63518299881936
166,1140,2,34.08,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/louis-blanc-aqueduc/164223293.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,33.45070422535211
167,1000,1,32.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164530123.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,31.25
168,980,1,30.6,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/163754039.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,32.02614379084967
169,1045,2,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lorette-martyrs/164187231.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,34.833333333333336
170,799,1,19.49,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/faubourg-du-temple-hopital-saint-louis/164196459.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,40.99538224730632
171,585,1,9.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/republique-saint-ambroise/164325297.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,65.0
172,562,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/belleville-saint-maur/164096945.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,37.46666666666667
173,890,1,22.81,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/leon-blum-folie-regnault/164310799.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,39.0179745725559
174,510,1,11.48,"https://www.seloger.com/annonces/locations/appartement/paris-10eme-75/faubourg-du-temple-hopital-saint-louis/164546269.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,44.42508710801393
175,842,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-9eme-75/lafayette-richer/164435051.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,38.27272727272727
176,1100,2,35.0,"https://www.seloger.com/annonces/locations/appartement/paris-11eme-75/bastille-popincourt/163727285.htm?projects=1&types=2,1&natures=1&places=[{ci:750109}|{ci:750110}|{ci:750111}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisEst,31.428571428571427
