,Price,N_rooms,Surface_m2,Link,Zone,Price_per_m2
92,1069,1,40.15,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/164472245.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,26.62515566625156
93,1110,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/154716183.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.4
94,945,1,28.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/155500557.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,33.75
95,974,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/159009849.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.27272727272727
96,855,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/149448245.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,53.4375
97,1100,2,33.97,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/161516595.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,32.381513099793935
98,800,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/162520663.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,40.0
99,1031,1,29.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/hoche-friedland/162555545.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,35.55172413793103
100,850,1,23.94,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/164115967.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,35.50543024227235
101,1195,2,38.61,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/164149709.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,30.95053095053095
102,1050,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164154843.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,70.0
103,1100,2,35.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/164233493.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,31.428571428571427
104,1175,1,34.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/europe/164241477.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.55882352941177
105,1070,1,31.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/164278109.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.516129032258064
106,720,1,11.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/mairie/164317397.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,65.45454545454545
107,860,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/parc-monceau/164343267.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.77777777777778
108,802,1,21.15,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/164348271.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,37.91962174940899
109,525,1,11.21,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/hoche-friedland/164391055.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,46.83318465655664
110,1000,1,24.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/164392863.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,41.666666666666664
111,800,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/162520663.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,40.0
112,1031,1,29.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/hoche-friedland/162555545.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,35.55172413793103
113,890,1,24.07,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/hoche-friedland/162884229.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,36.97548815953469
114,1000,1,15.46,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/163318097.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,64.68305304010349
115,860,1,19.54,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/163703045.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.01228249744115
116,834,1,22.7,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/invalides/163713915.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,36.740088105726876
117,1018,1,29.34,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/163718773.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.69665985003408
118,1200,1,17.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/163747589.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,70.58823529411765
119,510,1,12.96,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/mairie/163800497.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,39.35185185185185
120,1179,1,23.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164424335.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,51.26086956521739
121,1050,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164485527.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,42.0
122,890,1,14.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/155326749.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,63.57142857142857
123,945,1,17.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/159570449.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,55.588235294117645
124,645,1,14.12,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/164087093.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,45.67988668555241
125,938,1,28.87,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/164168439.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,32.49047454104607
126,1018,1,29.34,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/158791211.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.69665985003408
127,1100,1,23.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/159327027.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.82608695652174
128,1080,1,26.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/159980213.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,41.53846153846154
129,950,1,17.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/161271807.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,55.88235294117647
130,1077,1,41.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/161936565.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,26.26829268292683
131,1145,1,33.59,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/elysees-madeleine/161950959.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.087526049419466
132,1200,2,32.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/bois-de-boulogne/162498493.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,37.5
133,750,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/162952299.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,46.875
134,922,1,27.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-nord/163365523.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.148148148148145
135,1050,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-nord/163883043.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,35.0
136,615,1,12.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/ecole-militaire/163925851.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,51.25
137,1200,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/164499619.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,40.0
138,970,1,32.35,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/164500837.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,29.98454404945904
139,1060,1,23.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164441845.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,46.08695652173913
140,950,1,40.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/164512243.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,23.75
141,470,1,10.01,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164539295.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,46.95304695304696
142,1180,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/111642703.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.2
143,1200,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/162812577.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,80.0
144,1050,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/163565563.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,50.0
145,990,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/163451755.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,55.0
146,600,1,11.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/161760901.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,54.54545454545455
147,860,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/saint-thomas-d-aquin/164050543.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.77777777777778
148,990,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164420417.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.142857142857146
149,990,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/chaillot/163932701.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,45.0
150,1000,1,24.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/163976547.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,41.666666666666664
151,1200,2,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164241021.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,57.142857142857146
152,1100,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/163535505.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.0
153,877,1,23.06,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/163018135.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,38.03122289679098
154,690,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-sud/164465993.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,43.125
155,1185,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/162952503.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,53.86363636363637
156,1200,1,19.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/invalides/164436723.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,63.1578947368421
157,900,1,16.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-nord/163510253.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,56.25
158,1150,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/164023659.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,54.76190476190476
159,1040,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/invalides/164188587.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.27272727272727
160,1195,1,29.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/163114067.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,41.206896551724135
161,875,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/163486289.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,48.611111111111114
162,870,1,12.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-sud/162428671.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,72.5
163,700,1,18.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/164422807.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,38.888888888888886
164,900,1,19.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/163777759.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,47.36842105263158
165,1080,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-sud/162649441.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,54.0
166,1050,1,37.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-sud/160095353.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,28.37837837837838
167,968,1,22.07,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/161449731.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,43.86044404168555
168,990,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/162233021.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,49.5
169,850,1,25.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/ecole-militaire/162423465.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.0
170,583,1,13.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/162880147.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.84615384615385
171,550,1,10.02,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-sud/163522449.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,54.89021956087824
172,607,1,15.35,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-nord/163893387.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,39.54397394136808
173,781,1,26.59,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/parc-monceau/164004525.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,29.371944339977436
174,890,1,15.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/160713719.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,59.333333333333336
175,1040,1,21.14,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-sud/163006835.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,49.195837275307476
176,823,1,21.0,"https://www.seloger.com/annonces/locations/appartement/paris-7eme-75/gros-caillou/163345953.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,39.19047619047619
177,892,1,25.57,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/muette-nord/164497277.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.8846304262808
178,1144,1,33.55,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/164498039.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.09836065573771
179,1073,1,31.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-sud/163182277.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,34.61290322580645
180,890,1,20.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/elysees-madeleine/163785493.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,44.5
181,907,1,22.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/auteuil-sud/164509367.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,41.22727272727273
182,1200,1,30.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/saint-philippe-du-roule/164540655.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,40.0
183,680,1,14.0,"https://www.seloger.com/annonces/locations/appartement/paris-8eme-75/parc-monceau/154152709.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,48.57142857142857
184,900,1,17.0,"https://www.seloger.com/annonces/locations/appartement/paris-16eme-75/porte-dauphine/137517201.htm?projects=1&types=2,1&natures=1&places=[{ci:750107}|{ci:750108}|{ci:750116}]&price=NaN/1200&enterprise=0&qsVersion=1.0&m=search_to_detail",ParisOuest,52.94117647058823
