,index,Price,N_rooms,Surface_m2,Link,District,Zone,Price_per_m2
242,438,995,2,29,https://www.pap.fr/annonces/appartement-paris-18e-75018-r434400322,18,ParisNord,34.310344827586206
243,439,1140,2,36,https://www.pap.fr/annonces/appartement-paris-18e-r192009677,18,ParisNord,31.666666666666668
244,440,800,1,14,https://www.pap.fr/annonces/appartement-paris-18e-75018-r433400706,18,ParisNord,57.142857142857146
245,441,610,1,14,https://www.pap.fr/annonces/appartement-paris-18e-75018-r433202038,18,ParisNord,43.57142857142857
246,442,795,1,15,https://www.pap.fr/annonces/appartement-paris-18e-75018-r432900763,18,ParisNord,53.0
247,443,1150,1,30,https://www.pap.fr/annonces/appartement-paris-19e-75019-r433301576,19,ParisNord,38.333333333333336
248,444,980,1,30,https://www.pap.fr/annonces/appartement-paris-19e-r409000554,19,ParisNord,32.666666666666664
249,445,779,1,20,https://www.pap.fr/annonces/appartement-paris-19e-r198404007,19,ParisNord,38.95
250,446,745,1,18,https://www.pap.fr/annonces/appartement-paris-19e-r417300868,19,ParisNord,41.388888888888886
251,447,570,1,18,https://www.pap.fr/annonces/appartement-paris-19e-75019-r434401110,19,ParisNord,31.666666666666668
252,448,790,1,17,https://www.pap.fr/annonces/appartement-paris-19e-75019-r434301398,19,ParisNord,46.470588235294116
253,449,1200,1,29,https://www.pap.fr/annonces/appartement-paris-19e-75019-r430500651,19,ParisNord,41.37931034482759
254,450,1200,2,25,https://www.pap.fr/annonces/appartement-paris-19e-75019-r433400984,19,ParisNord,48.0
255,451,1050,2,25,https://www.pap.fr/annonces/appartement-paris-17e-75017-r434201178,17,ParisNord,42.0
256,452,800,1,14,https://www.pap.fr/annonces/appartement-paris-19e-75019-r433401022,19,ParisNord,57.142857142857146
257,453,890,1,20,https://www.pap.fr/annonces/appartement-paris-19e-r401302737,19,ParisNord,44.5
258,454,1100,2,35,https://www.pap.fr/annonces/appartement-paris-19e-r416701309,19,ParisNord,31.428571428571427
259,455,790,1,23,https://www.pap.fr/annonces/appartement-paris-19e-r186710308,19,ParisNord,34.34782608695652
260,456,527,1,12,https://www.pap.fr/annonces/appartement-paris-19e-r422600928,19,ParisNord,43.916666666666664
261,457,980,1,28,https://www.pap.fr/annonces/appartement-paris-19e-r419200605,19,ParisNord,35.0
262,458,1180,2,35,https://www.pap.fr/annonces/appartement-paris-19e-r426302997,19,ParisNord,33.714285714285715
263,459,1015,1,29,https://www.pap.fr/annonces/appartement-paris-19e-75019-r434401268,19,ParisNord,35.0
264,460,661,1,17,https://www.pap.fr/annonces/appartement-paris-19e-r424202113,19,ParisNord,38.88235294117647
265,461,980,2,27,https://www.pap.fr/annonces/appartement-paris-19e-r425200366,19,ParisNord,36.2962962962963
266,462,895,1,18,https://www.pap.fr/annonces/appartement-paris-19e-75019-r430300891,19,ParisNord,49.72222222222222
267,463,880,1,31,https://www.pap.fr/annonces/appartement-paris-19e-75019-r434300171,19,ParisNord,28.387096774193548
268,464,920,1,28,https://www.pap.fr/annonces/appartement-paris-19e-r191309536,19,ParisNord,32.857142857142854
269,465,1100,1,40,https://www.pap.fr/annonces/appartement-paris-19e-75019-r434201879,19,ParisNord,27.5
270,466,800,1,16,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434401588,20,ParisNord,50.0
271,467,990,1,33,https://www.pap.fr/annonces/appartement-paris-20e-r414200073,20,ParisNord,30.0
272,468,1100,1,27,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434202111,20,ParisNord,40.74074074074074
273,469,950,1,15,https://www.pap.fr/annonces/appartement-paris-20e-75020-r432602202,20,ParisNord,63.333333333333336
274,470,1200,2,35,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434400655,20,ParisNord,34.285714285714285
275,471,980,1,30,https://www.pap.fr/annonces/appartement-paris-20e-r430701947,20,ParisNord,32.666666666666664
276,472,950,1,18,https://www.pap.fr/annonces/appartement-paris-20e-r434001317,20,ParisNord,52.77777777777778
277,473,884,1,20,https://www.pap.fr/annonces/appartement-paris-20e-r420200393,20,ParisNord,44.2
278,474,790,1,20,https://www.pap.fr/annonces/appartement-paris-20-r185507011,20,ParisNord,39.5
279,475,563,1,15,https://www.pap.fr/annonces/appartement-paris-20e-r434500114,20,ParisNord,37.53333333333333
280,476,990,1,30,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434500128,20,ParisNord,33.0
281,477,785,1,26,https://www.pap.fr/annonces/appartement-paris-20e-75020-r430100512,20,ParisNord,30.192307692307693
282,478,1050,1,24,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434401549,20,ParisNord,43.75
283,479,780,1,17,https://www.pap.fr/annonces/appartement-paris-20e-r434401833,20,ParisNord,45.88235294117647
284,480,855,1,25,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434401883,20,ParisNord,34.2
285,481,980,2,28,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434401935,20,ParisNord,35.0
286,482,1200,2,37,https://www.pap.fr/annonces/appartement-paris-20e-r431900161,20,ParisNord,32.432432432432435
287,483,950,2,28,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434401387,20,ParisNord,33.92857142857143
288,484,875,2,22,https://www.pap.fr/annonces/appartement-paris-20e-r418800630,20,ParisNord,39.77272727272727
289,485,1150,1,35,https://www.pap.fr/annonces/appartement-paris-20e-75020-r434001177,20,ParisNord,32.857142857142854
290,486,895,2,30,https://www.pap.fr/annonces/appartement-paris-20e-r434400767,20,ParisNord,29.833333333333332
291,487,940,1,17,https://www.pap.fr/annonces/appartement-paris-2e-r409401026,2E,ParisCentre,55.294117647058826
292,488,630,1,10,https://www.pap.fr/annonces/appartement-paris-2e-75002-r434500121,2E,ParisCentre,63.0
293,489,1150,1,25,https://www.pap.fr/annonces/appartement-paris-6e-r412800183,6E,ParisCentre,46.0
294,490,1050,1,20,https://www.pap.fr/annonces/appartement-paris-6e-75006-r432100606,6E,ParisCentre,52.5
295,491,1000,1,16,https://www.pap.fr/annonces/appartement-paris-6e-75006-r430701652,6E,ParisCentre,62.5
296,492,1150,1,25,https://www.pap.fr/annonces/appartement-paris-3e-75003-r434201504,3E,ParisCentre,46.0
297,493,1190,2,31,https://www.pap.fr/annonces/appartement-paris-3e-r1932014,3E,ParisCentre,38.38709677419355
298,494,950,1,21,https://www.pap.fr/annonces/appartement-paris-3e-r412102036,3E,ParisCentre,45.23809523809524
299,495,1060,1,24,https://www.pap.fr/annonces/appartement-paris-3e-r408101433,3E,ParisCentre,44.166666666666664
300,496,450,1,9,https://www.pap.fr/annonces/appartement-paris-3e-75003-r434500277,3E,ParisCentre,50.0
301,497,990,1,21,https://www.pap.fr/annonces/appartement-paris-3e-75003-r433901313,3E,ParisCentre,47.142857142857146
302,498,1040,1,20,https://www.pap.fr/annonces/appartement-paris-3e-75003-r434401781,3E,ParisCentre,52.0
303,499,950,1,21,https://www.pap.fr/annonces/appartement-paris-3e-75003-r434401108,3E,ParisCentre,45.23809523809524
304,500,900,1,18,https://www.pap.fr/annonces/appartement-paris-3e-75003-r434400833,3E,ParisCentre,50.0
305,501,580,1,11,https://www.pap.fr/annonces/appartement-paris-3e-r190207006,3E,ParisCentre,52.72727272727273
306,504,715,1,15,https://www.pap.fr/annonces/appartement-paris-6e-75006-r429901099,6E,ParisCentre,47.666666666666664
307,505,1140,1,22,https://www.pap.fr/annonces/appartement-paris-5e-75005-r430300230,5E,ParisCentre,51.81818181818182
308,506,1100,1,20,https://www.pap.fr/annonces/appartement-paris-5e-75005-r432802200,5E,ParisCentre,55.0
309,507,830,1,19,https://www.pap.fr/annonces/appartement-paris-5e-75005-r434400713,5E,ParisCentre,43.68421052631579
310,508,850,1,18,https://www.pap.fr/annonces/appartement-paris-5e-r412300427,5E,ParisCentre,47.22222222222222
311,509,675,1,10,https://www.pap.fr/annonces/appartement-paris-5e-75005-r429700712,5E,ParisCentre,67.5
312,510,820,1,17,https://www.pap.fr/annonces/appartement-paris-5e-75005-r434300017,5E,ParisCentre,48.23529411764706
313,511,970,1,25,https://www.pap.fr/annonces/appartement-paris-5e-r195810015,5E,ParisCentre,38.8
314,512,390,1,9,https://www.pap.fr/annonces/appartement-paris-5e-75005-r434100465,5E,ParisCentre,43.333333333333336
315,513,1190,1,30,https://www.pap.fr/annonces/appartement-paris-5e-75005-r433201971,5E,ParisCentre,39.666666666666664
316,514,1150,1,27,https://www.pap.fr/annonces/appartement-paris-5e-r195310755,5E,ParisCentre,42.592592592592595
317,523,1250,2,27,https://www.pap.fr/annonces/appartement-paris-6e-75006-r434101693,6E,ParisCentre,46.2962962962963
318,535,1230,1,29,https://www.pap.fr/annonces/appartement-paris-6e-r417302079,6E,ParisCentre,42.41379310344828
319,542,1190,1,25,https://www.pap.fr/annonces/appartement-paris-9e-75009-r429300491,9E,ParisEst,47.6
320,543,800,1,15,https://www.pap.fr/annonces/appartement-paris-9e-75009-r434400515,9E,ParisEst,53.333333333333336
321,544,1060,1,25,https://www.pap.fr/annonces/appartement-paris-9e-r186709631,9E,ParisEst,42.4
322,545,590,1,11,https://www.pap.fr/annonces/appartement-paris-9e-75009-r434401022,9E,ParisEst,53.63636363636363
323,546,850,1,13,https://www.pap.fr/annonces/appartement-paris-9e-75009-r434400529,9E,ParisEst,65.38461538461539
324,547,990,1,21,https://www.pap.fr/annonces/appartement-paris-9e-75009-r432701378,9E,ParisEst,47.142857142857146
325,548,520,1,12,https://www.pap.fr/annonces/appartement-paris-9e-r182604071,9E,ParisEst,43.333333333333336
326,549,1100,1,28,https://www.pap.fr/annonces/appartement-paris-9e-r416901320,9E,ParisEst,39.285714285714285
327,550,560,1,12,https://www.pap.fr/annonces/appartement-paris-10e-r195704190,10,ParisEst,46.666666666666664
328,551,686,1,17,https://www.pap.fr/annonces/appartement-paris-10e-r434400633,10,ParisEst,40.35294117647059
329,552,500,1,11,https://www.pap.fr/annonces/appartement-paris-10e-r195904286,10,ParisEst,45.45454545454545
330,553,1000,1,30,https://www.pap.fr/annonces/appartement-paris-10e-r434200098,10,ParisEst,33.333333333333336
331,554,850,1,28,https://www.pap.fr/annonces/appartement-paris-10e-r189106065,10,ParisEst,30.357142857142858
332,555,455,1,9,https://www.pap.fr/annonces/appartement-paris-10e-r427501371,10,ParisEst,50.55555555555556
333,556,750,1,24,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434500028,10,ParisEst,31.25
334,560,1050,2,30,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434402169,10,ParisEst,35.0
335,561,785,1,20,https://www.pap.fr/annonces/appartement-paris-10e-r425401445,10,ParisEst,39.25
336,562,992,2,33,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434401358,10,ParisEst,30.060606060606062
337,563,648,1,15,https://www.pap.fr/annonces/appartement-paris-10e-r405501354,10,ParisEst,43.2
338,564,689,1,16,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434400974,10,ParisEst,43.0625
339,565,710,1,13,https://www.pap.fr/annonces/appartement-paris-10e-r423401042,10,ParisEst,54.61538461538461
340,566,1200,1,22,https://www.pap.fr/annonces/appartement-paris-10e-75010-r433500294,10,ParisEst,54.54545454545455
341,567,1200,2,25,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434202329,10,ParisEst,48.0
342,568,990,1,25,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434400317,10,ParisEst,39.6
343,569,1196,2,40,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434301820,10,ParisEst,29.9
344,570,1050,2,35,https://www.pap.fr/annonces/appartement-paris-10e-r433002354,10,ParisEst,30.0
345,571,740,1,19,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434302278,10,ParisEst,38.94736842105263
346,575,680,1,15,https://www.pap.fr/annonces/appartement-paris-10e-75010-r434100047,10,ParisEst,45.333333333333336
347,576,750,1,18,https://www.pap.fr/annonces/appartement-paris-10e-r402500413,10,ParisEst,41.666666666666664
348,577,1065,1,31,https://www.pap.fr/annonces/appartement-paris-11e-r412001725,11,ParisEst,34.354838709677416
349,578,800,1,25,https://www.pap.fr/annonces/appartement-paris-11e-75011-r434500309,11,ParisEst,32.0
350,579,700,1,21,https://www.pap.fr/annonces/appartement-paris-11e-75011-r434401266,11,ParisEst,33.333333333333336
351,580,849,1,21,https://www.pap.fr/annonces/appartement-paris-11e-r421900951,11,ParisEst,40.42857142857143
352,581,750,1,14,https://www.pap.fr/annonces/appartement-paris-11e-r185706068,11,ParisEst,53.57142857142857
353,582,740,1,11,https://www.pap.fr/annonces/appartement-paris-11e-75011-r434201160,11,ParisEst,67.27272727272727
354,583,1030,1,28,https://www.pap.fr/annonces/appartement-paris-11e-r425301534,11,ParisEst,36.785714285714285
355,584,1120,2,29,https://www.pap.fr/annonces/appartement-paris-11e-75011-r430700247,11,ParisEst,38.62068965517241
